"","book_title","review_title","review_user","book_id","review_id","timestamp","review_text","review_score"
"467","A Gentleman in Moscow: A Novel","Among my favorite passages is this","Robin Wirthlin","0143110438","R1PBKXG098KTU","1555087997","This book is exquisite on so many levels. I was captivated from start to finish.Among my favorite passages is this: ""Like the Freemasons, the Confederacy of the Humbled is a close-knit brotherhood whose members travel with no outward markings, but who know each other at a glance. For having fallen suddenly from grace, those in the Confederacy share a certain perspective. Knowing beauty, influence, fame, and privilege to be borrowed rather than bestowed, they are not easily impressed. They are not quick to envy or take offense. They certainly do not scour the papers in search of their own names. They remain committed to living among their peers, but they greet adulation with caution, ambition with sympathy, and condescension with an inward smile.""",5
"470","A Gentleman in Moscow: A Novel","Amor Towles is an excellent writer who weaves together a group of people who ...","karen welch","0143110438","R1ZED5M8K58NPJ","1555088237","Amor Towles is an excellent writer who weaves together a group of people who are  genuinely interestingand want to see how their lives intertwine.  I truly LOVED this book and will read it again soon and have toldeveryone to read it !  The pictures of the Hotel on line are fabulous, be sure to take a look see.",5
"475","A Gentleman in Moscow: A Novel","I loved this book","Emily R","0143110438","RN7U8DUOX13VA","1555088597","I loved this book. It is so beautifully written, the time period is fascinating, the characters have depth and the setting is limited but vast at the same time. I can't stress how much I enjoyed Towles' writing style. This isn't a book to fly through - and I'm a fast reader so the temptation is there - it's a book to savor. Highly recommend.",5
"476","Someone Knows","Worst book by Scottoline ever!","J.K","0525539646","R1LYXMP5T8XU2R","1555088655","I suggest Lisa stick to her lawyer novels. The plot was ridiculous and the ending wrap-up worse. Waste of time.",5
"479","The Huntress: A Novel","Highly recommend!","kathleen g","62740377","R1G0KLN72D4TKA","1555088984","If you don't find yourself totally wrapped into this story- and totally floored by Nina- then, well, I don't know what to recommend you read. Quinn has written a war story, a love story, and a mystery all in one.  Ian and Tony are hunting the Huntress- a down right evil German woman who killed children and shot a man in cold blood as WWII was ending.  Jordan has a new stepmother but there's something very wrong with Annaliese.  Seriously.  Nina- Nina is one of the best characters I've read in a long time.  She's a rip roaring Soviet pilot who is out for the Huntress- and she's married to Ian, who rescued her from her sickbed in Poland.  How these come together makes for a fascinating story. Well plotted with characters you can feel, this is so worth your time.  My only quibble- and I must point this out because whoever edited this otherwise perfect book should have caught it- is that Jordan is served a slice of German chocolate cake at her father's funeral in 1950.  That cake was invented by a Texas woman in 1957.  Thanks to Edelweiss for the ARC.  I'm recommending this one!",5
"480","A Gentleman in Moscow: A Novel","My favourite novel","Katharine McKeever","0143110438","RVLYNOEPW8UA0","1555089077","This will remain my favourite book for a long, long time! Immaculately written. Not a dramatic story but you get so deeply involved in this man's narrow yet incredible life. Even though it should be melancholy it's very uplifting! A ""grand Budapest hotel"" feel to it",5
"483","Sitting Like A Saint: Catholic Mindfulness for Kids","Every Catholic Grade school Classroom should have this book","Michele F.","1635820537","R1DBAJFN2FCEKS","1555089202","As a school nurse, I was so excited to find Sitting Like a Saint! Working on prayerful/mindfulness with students is so important in helping them reduce anxiety. I love having exercises that are grounded in Catholic theology and teachings on the saints. I wish every Catholic School classroom could have a copy of this book to use with their students!",5
"485","The Woman in the Window: A Novel","Something out of sync","L. Williams","0062678426","R31PCXB11N0D3M","1555089271","The biggest disappointment for me in this psychological thriller was the unconvincing portrayal of the heroine, Dr. Anna Fox. The author is a male, but he chooses to tells this story through his main character who is a woman. Only thing is, nothing about her portrayal as a female is at all female to me. Nothing rings true, not even a little bit. Nothing maternal,where maternal is called for, nothing sexy about her in any detail of the plot where such would be expected, nothing soft, simply bogus. Even her appearance is somehow out of sync with what we know. She is 30-something, but in every description I’m seeing a septuagenarian, or older. Very weird choices have been made by the author . Also, his overdosing us with her alcohol and drug habit is cloying. Enough already! I get it; she uses substance to get through having been traumatized by events, but at the rate we witness her imbibing and drugging, she would not even be able to notice anything from her windows, were she even able to remain conscious enough to see out of them, and yet, the author asks us to suspend our logic as he wants us to believe him as much as she wants to convince the police that she saw what she saw. All too tedious and really got hideously in the way of what could have been a pretty good read. I just did not like this book. No literary merit here that I could find. This plot is pretty conventional, so at the end of the day, to be outstanding, an author would have to really work on character development and details presented in a fresh and lyrical way,",5
"486","Run Away","Another great read","MKS","1538748460","R3FBJ2E5REBKZU","1555089347","I love all of Harlan Coben' s books. They're about ordinary people getting involved in messy situations. I also enjoy seeing recurring characters in the books.
One question- where is Myron Bolitar & when will we see what he's been up to?
Articulate...",4
"489","A Gentleman in Moscow: A Novel","Fall in love with a Russian gentlemen","Prescott","0143110438","R2Z469CXDCN6VO","1555089797","Our bookclub loved this book. It gave us new insight into a period of history we were unfamiliar with and the main character is a real charmer. The book, however, is not without disappointment as some key characters just disappear leaving the reader wanting more information and follow-up. Can't wait to see if a movie will be made.",5
"491","Deep State Target: How I Got Caught in the Crosshairs of the Plot to Bring Down President Trump","A must read book","RoscoeK Streyle","1635764939","R2QAA62ZOZ2TM9","1555089903","A truly fascinating book!  The deep state thugs have finally been exposed. Let the games begin, everyone involved in the great scandal in American history must pay.",5
"497","Big Nate: Payback Time!","Big Nate","Kewen","1449497748","RBM3Z37X8504G","1555090379","This was good but not one of the better ones. Bit still it was good cause come on it big Nate. I hope he makes more soon.

P.S. read max and the mid knights it’s really good",5
"498","I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer","Deeply personal, true crime","K10ma","62319795","R11ODCVKMGF1AE","1555090419","The fact that we know going into this book that its author died while writing it without the benefit of completing it, and that as an act of love, her husband commissioned it to be finished contributes as much to the aura surrounding it as to the true crime stories that are woven tightly together within it. The writing is heartbreakingly beautiful because the author is generous with her own thoughts and feelings but it’s also sinister and evil because the crimes the writer focuses on are completely true. This book will haunt me both because of its circumstances of coming into being as much as the unsolved nature of the Golden State Killer’s destructive path.",4
"499","Marvel Encyclopedia, New Edition","Love the book!","T Williams","1465478906","R141LMBZZ0W3MK","1555090422","The book arrived on time. Awesome book!",5
"500","Pet Sematary: A Novel","The perfect read for fall","Liviah","198211598X","R107QEZPNOU89R","1555090489","My first King read and I loved it.Perhaps I am biased because I love all things Kubrick and loved the film so much, but I found no flaws in this book. It had the perfect pace, setting, and characters.If all his books are like this one, I need to read them all!Favorite passage:""outside he could hear the storm whooping and screaming, seeming to choke on its own dark throat filled with snow.""",5
"502","A Gentleman in Moscow: A Novel","This is a sweet and loving tale","James D. Miller","0143110438","R4F1DCPYS4V3D","1555090517","This is a sweet and loving tale, with kindly twists in a classic old grande dame hotel in Moscow in 1922.As a career waiter myself in a luxury hotel, I found the cross over between guest (even if under house arrest), and staff member a bit unrealistic, but perhaps manners and aristocracy could conquer all. This book is well written and charming, a memorable story.",4
"503","Life Will Be the Death of Me: . . . and you too!","Fresh, Funny and More Candid Than Ever","mr freeze","0525511776","RKXZCGWJCL3W3","1555090660","Although I thoroughly enjoyed ""Uganda Be Kidding Me"", Chelsea Handler's new memoir, ""Life Will Be the Death of Me: ... and you too!"", is by far my favorite literary work from the comedienne. A transparent look into her memory, Handler leads readers on a hilarious, intelligent and candid tour of her life pre and post-election. From the death of her brother to her infatuation with Robert Mueller, Handler's memoir is unique, entertaining and thought-provoking. If you enjoy comedy and candor, ""Life Will Be the Death of Me: ... and you too!"" must be on your summer reading list.",5
"504","A Gentleman in Moscow: A Novel","Interesting glimpse into Soviet Union","Betsy","0143110438","R1PI2URLCXQQF5","1555090697","Very  detailed  and beautifully  worded book. The people  of this novel are fully fleshed out into distinctive, memorable personalities. I came away feeling  as if I have a better understanding of the history of the Russian revolution, and how people of all classes navigated the societal upheaval and subsequent changes in their world.",5
"507","A Gentleman in Moscow: A Novel","I found a new author!!!","interested party","0143110438","R159H4NWEUMR4F","1555090997","I loved this book. The characters are beautifully written, the plot is intriguing and the premise is fun! I am already picturing the film version. The period and scenery are  extraordinary described. This author's forte is metaphors and they work very well to evoke pictures in your mind. I immediately bought his other book Rules of Civility which Was an extraordinary story. Highly recommended author!",5
"512","The Woman in the Window: A Novel","A bit painful to finish","sjl","62678426","RW4I02OO3RFTR","1555091466","I did not enjoy. Very wordy with multiple adjectives as  part of EVERY description. The wordy run ons may be OK for a few special highlights in the story but unfortunatly  I found myself hitting fast forward through places in the book and not missing anything. I do not think it is a good book .  The main character drinks and takes drugs to the point where she would be in a coma so all of the hard work at writing the story seems to be wasted because the main character is unbelievable at best. I read daily and listen to books regularly and commitment to myself is the ONLY I finished the book. There were several times I did not want to complete it and found myself bored and frustrated.",2
"513","Wolf Pack (A Joe Pickett Novel)","Excellent story!  Love it!","Wyoming Book Lover","525538194","RYK9EWL2U7491","1555091521","Another great read. Feel like the characters are old friends. Engaging & hard to put down. Makes you curious what will happen next. Love Wyoming & makes you feel you are outdoors with the game wardens. Great book!",5
"516","The Woman in the Window: A Novel","One Star","Amazon Customer","62678426","RYY7ZT37L5M3","1555091909","Not a fan.",1
"518","Pet Sematary: A Novel","Real Good Read","Linda Massey","198211598X","R2VUFRCFA7V02X","1555092001","In all my 60 years I have never read Stephen King. But I love scary stories. This one hit the mark.",5
"519","A Gentleman in Moscow: A Novel","I loved the main characters","Sheri","0143110438","RQFRJN1OI1NGI","1555092197","This book transported me to a time in history that, while the period is troubling, the characters lived and acted with a sense of dignity, manners and thoughtfulness. It was a moving story. I loved the main characters, and still recite the saying, ""If you don't master your circumstances, they will master you."" I did not want the book to end.",5
"520","Doing Justice: A Prosecutor's Thoughts on Crime,…","A peek into the working of a prosecutor's office run with integity","mark l wilder","0525521127","R2JK7MAP0EOEPK","1555092286","Preet Bharara supports his claim that justice is delivered by people not just written laws and procedures using fascinating and moving stories about real life people who have been involved in one way or another with SDNY. Great book!",5
"521","Can't Make This Stuff Up!: Finding the Upside to Life's Downs","Awesome read!","Kristy Hawver","1400208017","RJ5QX3BIIXZI","1555092289","3 chapters in and I'm in love. My heart yearns for more memories to reminisce on. Thank you Sussana",5
"522","A Gentleman in Moscow: A Novel","One of the best books I have read in many years","COmagpie","0143110438","R29C2QOY60EK7","1555092377","One of the best books I have read in many years.  Interesting historical situation, setting and details and deftly drawn characters revealed mainly through the eyes of a most admirable man who accommodates an undeserved sentence of house arrest with wisdom, grace and exceptional flexibility.  Everything comes together in dramatic concluding scenes to reveal Towles as an author with a carefully laid, lovingly unfolding plan.  Incredible sense of place, time, people, human interactions.",5
"524","Less (Winner of the Pulitzer Prize): A Novel","A great read","R. Zocher","0316316121","R2QPZNY3IAF3SA","1555092536","I thouroughly enjoyed this book. Wonderful writing, humor, profundity and plot.",5
"525","The Woman in the Window: A Novel","Three Stars","Barbara L. Laux","62678426","RVMLM226FLAZF","1555092690","it was o k",3
"528","A Gentleman in Moscow: A Novel","I thoroughly enjoyed the novel The writing style phraseology of theauthor are ...","Alan Reid","0143110438","R26X8XWUFNOQC2","1555240577","I thoroughly enjoyed the novel The writing style phraseology of theauthor are tremendous giving the reader an opportunity to vicariously live the life of a Count with a very detailed view of all of the day to day associates who bring to life an exciting and dramatic novel",5
"529","Less (Winner of the Pulitzer Prize): A Novel","Not my favorite","R. Zocher","0316316121","R1DEPLLFYQ4SUS","1555240631","This book is t what I expected. Story is a little boring but good or pas si g time in the car",5
"531","Tiamat's Wrath (The Expanse)","Fantastic","Ernest Lilley","0316332879","R351MXYEKR2TDU","1555240722","Once again, The Expanse has kept me up into the wee hours of the night to finish a book. And I don't regret a minute of it. Can't wait for more.",5
"532","The Cornwalls Are Gone","Good book","C Wm (Andy) Anderson","0316485551","R2U6WKV9A6FZ9K","1555240795","Brenoan Du Bois writes some good books",4
"533","The Woman in the Window: A Novel","great modern literature","Madison","62678426","R360T5YOE1HYL8","1555240885","this book was pretty great! the ending was definitely a surprise, but a little underwhelming at the same time- almost hard to believe in the conclusion.  personally not a big fan of books that require an epilogue, but all-in-all, I really liked it.",4
"534","Supermarket","AMAZING, BOBBY","D. Mahoney","1982127139","R24KC4TM60T0GU","1555240909","As someone who hates reading and never really got into any books in school, this book is a masterpiece. Don't think, just buy it asap. You won't regret it.",5
"539","A Gentleman in Moscow: A Novel","Russian aristocracy following the Russian Revolution","Kansabelle","0143110438","R2UFCQ9WES7VFH","1555241537","A great read. In addition to the plot, characters, hidden treasure etc. I enjoyed the philosophical question: do Russians destroy more of what they create more than other cultures? Even if you stick to the characters-great fun.",5
"540","A Gentleman in Moscow: A Novel","Knowing nothing ahead of time just walk into the story without expectations and become charmed.","D.P. McHenry","0143110438","R24B1HA9J9I99G","1555241542","Great story, well told. Characters were well developed. Ending was perfect!",5
"541","Pet Sematary: A Novel","One of King's finest, most frightening, & early works","Gordon Hoffman","198211598X","R1P137WFADSBYR","1555241649","Only the second novel written and published under King's name, and not as Richard Bachman, it is clear that King now has grown into his craft. ""The Shining"" remains one of the most frightening of King's books, and accomplishes something that the King novels of today are incapable of doing:  presenting intricately flawed characters in less than 1,000 pages.  The characters of Jack & Danny, and Jack's influence of Danny's development into an adult (which one reads about in ""Dr. Sleep"") are nothing short of brilliant.  As is always the case, the book offers the reader so much more than the movie or the TV mini-series derived from it.  A staple in the King/Bachman enthusiast's library!  Buy it today!",5
"545","The Woman in the Window: A Novel","A really fun read","Cynthia A. Brown","62678426","R9SS7KKEMALUA","1555242471","This was one of those books you definitely don't want to start reading at bedtime because you will be up half the night. It's well written and well plotted, a really fun read.",5
"546","A Gentleman in Moscow: A Novel","So truly enjoyable!","Joan's opinion","0143110438","R36AY8YY0XVQG7","1555242497","What a treat this book has been for me!  I'm not yet finished and I'm actually afraid to finish it because I've so enjoyed it so, it's going to be a loss for me!  A great tale that's engaging and fun.  It's been a long time since I've read something like this and it's been incredibly refreshing to be able to enjoy something that's light and beautiful!",5
"547","The Woman in the Window: A Novel","Well written and awesome twists","Cairenn Broderick","62678426","R2Z0EBZRC0OMA7","1555242510","Great book!  I couldn’t put the book down!!",5
"548","Run Away","Not one of his best","Asmeret","1538748460","R555JBAR1GW3I","1555242577","I found the beginning to be a little slow and this is not one of his best books, but I love his books, overall, so I forgave him for this one. Hopefully this is the last one. It's difficult to drive while rolling your eyes to the back of your head.",4
"549","A Gentleman in Moscow: A Novel","Beautiful","Linda Fitzgerald","0143110438","R1UZGXNUNQ7M50","1555242617","It's not often that I decide to take a few days break until I start another book, but I enjoyed Amor Towles book so much I want to savour it for a while before I lose the magic. Beautiful tale superbly told.",5
"550","Metropolis (A Bernie Gunther Novel)","The last returns to the quality of the first few","Daniel S. Palter","0735218897","R2JR4B4PGJ1QHJ","1555242682","I'm a longtime fan of the series, but as my prior reviews showed, the last few books have been formulaic. Kerr simply didn't handle the 50's as well as he had the early days of the Nazis. So this return to a much younger Bernie, Weimar and the Nazis as a cloud on the horizon rather than the center piece of the story, was wonderful. Its sad that Mr Kerr is dead and thus Bernie with him, but at least he took his final bows on a wonderful who done it.",5
"551","The Woman in the Window: A Novel","Don't open this book if you have work to do. It is impossible to put down. What a ride! Loved it!","Jen Falvey","62678426","R2EUOGBDJFMWB","1555242794","Best book I've read in YEARS! It's been so long since I was drawn in to a book from the very first pages. I predict this will be this year's biggest seller.",5
"553","Supermarket","Bobby Bestseller!","Celenia","1982127139","RVDRC6LLZB0ZG","1555242872","So damn proud of this dude. Can’t wait!! Make sure you guys also check out the Supermarket Soundtrack!",5
"554","Pet Sematary: A Novel","Listen to this in a snowstorm","Christopher Valyou","198211598X","R16O962NP7DR3L","1555242915","First Stephen King book, so amazing. Even if you’ve seen the movies",5
"555","QAnon: An Invitation to The Great Awakening","A book with a message for today","Nely","1942790139","R2MVC1E3KSJMUR","1555242922","Growing up in America, the message from church was there would be a war someday between good and evil.  You always think that it won't happen in your lifetime.  This book is providing information about our world and what has been happening while we were sitting back listening to the main stream media.  We have been lied to.  We have been made to believe that the right calls the left demons and they and the media laugh it off.  That is part of the plan.  The war is here.  The war between God and Satan.  Read the book.  Do your own research.  Get behind our President.  It is not about who is the President, it is about saving our country from the traitors.",5
"557","Pet Sematary: A Novel","Glad I read this","Eric Warren","198211598X","R3RAUF23OF7SQ1","1555243144","Glad I read this book but it is fairly different from the movie. I like the books ending better though.",5
"559","A Gentleman in Moscow: A Novel","Gentleman From Moscow","Jill Brooks","0143110438","R63DH5GMM507T","1555243217","Slow till the middle and then it is wonderful. Filled with wisdom and whit. Read with patience and enjoy, A tribute to adjusting to and making the best of your circumstances.",5
"562","A Gentleman in Moscow: A Novel","It is a terrific story and the ending is a surprise"" I'm almost ...","N. Sprague","0143110438","R1FFF4BDBFI39A","1555243457","He has done it again!  The characters are fascinating and the story engaging...can't  put it down.  The surprises for me was reading this at the car wash and a gal sitting opposite me...said ""are you loving the book, I won't tell you the ending and you'll be surprising""  She leaves and a gentleman sat in her seat and asked ""where are you in the book?  It is a terrific story and the ending is a surprise""  I'm almost through...what will I read next that will be as good?",5
"564","A Gentleman in Moscow: A Novel","An OK read if there's nothing else around","doug","0143110438","R10WATT6V8HRJY","1555243697","""Gentleman"" was an interesting read but not compelling. There was a good deal of plot jumping around. It needed a good edit.",3
"566","Pet Sematary: A Novel","Just as scary now!","Kalona1982","198211598X","R144ERJMUUT2X4","1555243873","If anything it was more scary.  I read it during the Halloween season, and it was the perfect read.  I love King - I don't love all his books, but this was one of his finest.  Highly recommended.  If you saw the movie, like I did, you might find yourself transposing the movie characters into the book as you read it.  I did that, couldn't help it, and it seemed to work ok.",5
"567","A Gentleman in Moscow: A Novel","The book was in great shape when it arrived","Dorothea B. Jirsa","0143110438","R189HIVBID8ZN5","1555243877","The book was in great shape when it arrived.  It was a very interesting story.  From the first page, I wanted to know more and more about the""gentleman"".  Good background on Russian history of the first half of the 20th century.  The main character was such a unique person.  Despite what fate dealt him, he remained kind, gentle, and always a gentleman.  He kept up with the world events,  never lowered his own standards, and treated everyone with respect.  When I finished reading the book, I wanted to read it all again.",5
"568","Less (Winner of the Pulitzer Prize): A Novel","Gay Main character","R. Zocher","0316316121","R3DKQ4JRKAC7VW","1555243919","Did not know the main character was Gay. Wish I could get my money back.",5
"569","The Woman in the Window: A Novel","Super Good!","Avid Reader","62678426","R16VMGP06TYTWF","1555243930","Loaded with suspense and endless plot-twists, but also beautifully written.  Deserves to be right where it is..... on the Bestseller List.  You won’t be disappointed.",5
"570","Free to Focus: A Total Productivity System to Achieve More by Doing Less","Gives you the tools to help the productivity stick!","Ashley W","0801075262","R1DTLSSGUP2QHR","1555243988","I’ve read my share of productivity books over the years and maybe picked up a quick trick here and there but that’s just what they were-quick tricks. This book got me to go deeper. Free to focus was easy to understand but went one step further than other books, since it comes with links to resources-exercises you do after each section that have you apply what you’re learning to your own life.

I think this is what sets this book apart. It’s easy to read about cutting things from your list, it’s another to actually list out your tasks and do it. I also learned about things I thought I knew how to do, like delegation ... now I realize that I don’t do this as effectively or as intentionally as I could.

This book also acknowledges the importance of self-care in recharging so there's energy for productivity. Rather than the more, more, more burnout philosophy of other productivity systems.

This is the last productivity book that I’ll ever need to read, and you too...",5
"571","Cat and Nat's Mom Truths: Embarrassing Stories and Brutally Honest Advice on the Extremely Real Struggle of Motherhood","Get it","Not happy in Indiana","525574913","R1GXUTFYJ96X6C","1555244065","Love them love this book",5
"574","QAnon: An Invitation to The Great Awakening","WWG1WGA","Brenda Parry","1942790139","R3CJCOR8K19X0R","1555244554","It's well written by very good Anons, I follow most of them. About time the truth gets told about the Q truth movement.",5
"576","A Gentleman in Moscow: A Novel","Absolutely Heaven","NtnKtn","0143110438","R2USKIM7154HIW","1555244717","What a beautifully written book. I was enthralled from the first page to the last. I will recommend this to every lover of books I know. It is a must read. A jewell.",5
"577","The Woman in the Window: A Novel","Gripping read","susie73","62678426","R3MVDYMR2OUATY","1555244749","Really enjoyed the book. Lots of twists to keep you interested. Sad but positive at the same.e time. Would recommend",5
"580","A Gentleman in Moscow: A Novel","Enjoyable read","D.P. McHenry","0143110438","R2YSRSGGDR6B4M","1555244962","Very interesting & well written",5
"582","A Gentleman in Moscow: A Novel","Awesome, great character development, prepare to be immersed, a book to savor!","FR","0143110438","R3QVR8GSN1GRVS","1555245317","Oh my, a book, that I both want to think about for a long time, and re-read again, but not quite yet,.......the re-read that is, my head is still too full of it.  A very satisfying read, I want to buy a hard copy and just start loaning it to family, friends, strangers.....they still write awesome books....it will be a classic, it is already a classic.",5
"584","After (The After Series)","I loved this book from start to finish","melissa06","1982111003","R3EI73BIJP4G90","1555245423","I loved this book from start to finish. Could not put it down! The ending is definitely a twist and I'm onto the second book already. The book read as a steady read and was nicely detailed.",5
"586","Run Away","Unteal","J. Rhodes","1538748460","RPJRNV5O3JO14","1555245457","Read all his books but could not relate to any of the characters in this book.  Too bizarre from beginning to end.",3
"588","A Gentleman in Moscow: A Novel","Fantasy","DBW","0143110438","R2H5YREJDRF2Q5","1555245797","The Count may have been a gentleman but this certainly was NOT Moscow during that time period!!! I was disappointed in this fantasy from the start  however I continued to read hoping to find some redeeming value on the last page. Wrong!  My worry is that people will view this work as factual when they should ask one of the few Romanov's who actually survived or the  60 million people that were killed thereafter, what life was like during those times! SoSo, Stalin, was a madman plain and simple! Bolsheviks were animals, plain and simple. The writing was good and the author certainly made clear of his expertise on all subjects through his character, the Count, but one thing very important this was lacking....he new nothing of life in Moscow then!!",1
"589","A Gentleman in Moscow: A Novel","A very interesting glimpse into Moscow's past","Barbara M. Pinckney","0143110438","R5PQE22YV8L5Y","1555245917","I loved the historical aspects.  I also liked the character of Count Rostov.  He was cultured, educated, intelligent, generous,interested and interesting,romantic.  I enjoyed his interactions with all of the people he came in contact with.  I loved his relationship with the child of his old friend and fellow adventurer, Nina.  It seemed that his imposed sentence actually gave him the freedom to discover himself.  I thoroughly enjoyed this story.",5
"590","Burnout: The Secret to Unlocking the Stress Cycle","The Feminist Self-Help Book We All Deserve","A. L. Palmer","198481706X","R3A1B4JV0AZ6WL","1555245982","This book is special and important. It's the kind of book you want to give to everyone you know because you know it will make their lives a better place. From understanding the importance of completing the stress cycle, to facing down ""Human Giver Syndrome"" to making friends with the madwoman we all have in our attic, the Nagoski sisters break down some serious research and make it easy to understand and apply. Please do yourself a favor and read this book immediately.",5
"593","Run Away","Once something occurs, things will never be the same again","Kindle Customer","1538748460","R1CKIIJFRWCGRG","1555246807","When you read Harlan Coben you always have to be ready for any possible twist and turn. Right to the bitter end",5
"594","Daisy Jones & The Six: A Novel","UNFORGETTABLE!!","Ellen","1524798622","R6EODA02ZB22I","1555246925","""The truth often lies, unclaimed, in the middle.""I WILL NEVER GET OVER THIS BOOK!!! All the stars to Taylor Jenkins Reid! Everything about this book was a pure delight. I absolutely loved the format! The book is told as a series of interviews with Daisy Jones, a singer and songwriter, as well as with the members of The Six, a seventies rock band. Also included are interviews with their closed friends, managers, wives, journalists and significant others. I was riveted!Daisy was a lost soul when she met up with the members of The Six but yet she was always a brilliant songwriter and singer in her own right. There is a huge clash of egos when she is asked to join the band and this inside look at this fictional band is how I always imagined real-life bands behaving. Daisy is both strong and fragile, and brilliant but terribly insecure.""I had absolutely no interest in being somebody else’s muse. I am not a muse. I am the somebody. End of ... story.""I was transported back to my teen years listening to seventies rock & roll while reading this book. The story evoked feelings of longing, loss and the rush of hearing a really great song for the first time. The book focuses on the meteoric rise of The Six and what it took in the seventies to make it big. The importance of magazines like 'Rolling Stone' and radio airplay seems irrelevant now but that is what made rock musicians superstars years ago. And the non-stop partying is not shied away from here. It's a wonder anyone ever made it out alive.“I can’t think of any two things that make you quite as self-absorbed as addiction and heartbreak. I had a selfish heart. I didn’t care about anyone or anything but my own pain. My own need. My own aching. I’d have made anyone hurt if it could have taken some of mine away. It’s just how sick I was.”I also was enthralled by the book's three very strong female protagonists. Daisy, Karen and Camila each had their own way of coping with fame, addiction, love and heartbreak. They all felt VERY real to me and I felt like I was reading a non-fiction biography of a favorite rock band. But the main focus of the book was the relationship between Daisy and Billy, the lead singer and songwriter for of The Six. Their chemistry was volatile and they both brought out the best and the worst in each other. Yet the music they made together was pure magic.""You know how sometimes people will describe other people and say they make you feel like you’re the only one in the room? Billy and Daisy could both do that. But they somehow did it with each other. They each seemed like they thought the other one was the only person in the room. Like we were watching two people who didn’t realize thousands of people were watching them.""This book is creative, surprising, heartbreaking and uplifting. I can't recommend it highly enough! Of course there was a stunning twist that I never saw coming. I still have a book hangover a week after finishing and I can't stop thinking and Daisy, Bill and The Six. This is also the rare book that I have read and also plan to listen to on audio. Don't miss this book! 5+++++ stars.“Oh, honey, I can wait/To call that home/I can wait for the blooms and the honeycomb.”",5
"595","A Gentleman in Moscow: A Novel","It was just too long","Rebecca Stone","0143110438","RLF55JVRJQ8Y6","1555247057","I wanted to like this book. I read the whole damn thing for book club. I thought the story and history was good, but it could really have been half as long!",2
"597","Big Nate: Payback Time!","Kids LOVE these","Kewen","1449497748","R1DRTVEFC2QXH5","1555247390","A much loved series for my 7 and 10 year olds. They were very excited about this and it did not disappoint! I love being able to pre-order and having a price guarantee.",5
"600","Run Away","Another Home Run","Patricia DeSarno","1538748460","R39W6IWG92QOZO","1555247677","Once again, I was hooked from page one and couldn’t devour this book fast enough. Coben really knows how to portray a loving father, and also, how to illustrate an intense and growing issue among our children. Included are a list of absorbing characters who effectively carry the plot to conclusion. I enjoyed every development, and remained emotionally involved on every page.",5
"602","A Gentleman in Moscow: A Novel","How different cultures live, the gentleness of the characters,","Pamela Vander Heyden..home chef","0143110438","R2FX0E6EL16P4O","1555247897","Amazing story, well written, one of those reads that you fo not want to end! Lots of history to note. The story moves well, each character is important and intetesting.",5
"604","The Woman in the Window: A Novel","Can't stop reading...","Brenda Barnes","62678426","R1O7VASXW9JBU9","1555248056","This book is hard to put down! I went through period of believing Anna and then thinking she'd lost her mind. That's the beauty of the way the book is written. I didn't see the ending until it smacked me right in the face. This was a fun one to read!",5
"609","A Gentleman in Moscow: A Novel","Mixed","DMost","0143110438","RJAAJC70CXW2S","1555248557","I had a hard time with this book. It was well written and I loved the relaitoship with the young girl but it dragged and did not seem to pickup speed or engage me further. I stopped reading at the end as it just didnt hold my interest.",2
"610","I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer","One of the most incredible books I’ve ever read","CC","62319795","RPFAVXI88E4NN","1555248649","Omg. Stunning book. Michelle is riding is outstanding. I desperately wish she could have seen the events of the last few weeks. Absolutely could not have loved this book more. In fact I want to reread it. But also sleep with pipe under my pillow",5
"611","The River: A novel","A perilous journey","switterbug/Betsey Van Horn","525521879","RLSOHLSY824LW","1555248727","Two Dartmouth College best buddies, Jack and Wynn, are united by a love of literature and landscape, nature and the power of words to transform them. They savor the terse and virile writers like Conrad and James Dickey, even Louis L’Amour, and they share Hemingway’s ardor for fishing. One summer break, they decide to rough it in the Northern Canadian wilderness and take a month-long river canoe trip. They are experienced in all things wilderness, and are well-prepped for the journey (except for not taking a sat phone for safety—the only incredulous decision-making in the novel). Off they go for the outdoor expedition of their lives!Jack has a past of great loss that he still hasn’t resolved, possesses a bit of a glass half empty philosophy, and is quick and instinctive in judgment. Wynn is more studied and spiritual, more glass half full in his outlook. They complement each other, and take pride in their acumen with all things river, canoe, and wilderness. Heller, who is also a Dartmouth grad and has kayaked all over the world, must have a trace of Jack and Wynn within him. And, like his previous novel, THE PAINTER, he seamlessly intersects nature and art, so that the landscape, in his frequently anthropomorphic, metaphorical descriptions, is a character in itself.“The implacability and violence of nature always awed him. That it could be entirely heedless and yet so beautiful…But also its intricate intelligence. Its balancings. Its quiet compensations. It was like some unnamed justice permeated everything.”The story kicks off quickly and the challenges they face will test their better angels vs. their demons. Nature and man commingle and combust in equal measure, and the pages turn heatedly as you journey to the end of the river with the two young men. Is this river trip truly heaven on earth, or will it be a hellish grave? The twists, turns, perils, and eternal poetry of the wilderness are reflected in Heller’s prose. I was breathless when I came to the end.",5
